"wage76","grade76","black","south76","momdad14","sinmom14","daded","momed","famed","age76","col4","exp76"
1.3863,13,1,1,1,0,10,13,4,24,1,5
2.2824,12,0,1,1,0,2,6,2,32,1,14
1.3481,12,1,1,0,1,9.9372,5,1,29,1,11
NA,11,1,1,0,1,9.9372,10.251,1,31,1,14
1.2355,17,1,0,0,1,9.9372,11,1,28,1,5
NA,NA,1,NA,1,0,7,9,2,26,1,NA
1.7281,16,1,1,1,0,7,9,2,25,1,3
1.5326,7,0,1,1,0,12,12,7,29,1,16
1.7317,12,1,1,0,0,9.9372,10.251,1,28,1,10
1.8532,12,1,1,1,0,5,9,2,27,1,9
1.5304,10,1,1,0,1,9.9372,5,1,30,1,14
1.9021,13,1,1,0,0,9.9372,10.251,1,27,1,8
1.3962,13,1,1,0,0,9.9372,10.251,1,24,1,5
1.3164,17,1,1,1,0,11,9,3,25,1,2
0.8329,12,1,1,0,0,9.9372,10.251,1,24,1,6
1.7192,12,1,1,0,0,9.9372,10.251,1,32,1,14
1.0986,8,1,1,1,0,6,7,2,29,1,15
2.2116,14,0,1,0,1,9.9372,12,6,29,1,9
NA,NA,0,NA,1,0,12,8,5,30,1,NA
1.7192,18,0,1,1,0,12,8,5,27,1,3
1.6658,13,0,1,0,0,9.9372,12,6,33,1,14
1.1939,15,0,1,1,0,5,7,2,26,1,5
NA,NA,0,NA,1,0,5,7,2,34,1,NA
1.3218,9,0,1,1,0,13,11,5,26,1,11
1.8165,13,0,1,1,0,13,11,5,24,1,5
1.9755,14,0,1,1,0,12,12,7,27,1,7
1.6658,16,0,0,1,0,12,12,7,25,1,3
NA,NA,1,NA,1,0,9.9372,10.251,1,27,1,NA
2.1506,12,1,1,1,0,6,12,4,34,1,16
1.8703,14,1,1,1,0,16,11,5,27,1,7
0.8671,10,1,1,1,0,16,11,5,24,1,8
1.0116,12,1,1,1,0,8,6,2,34,1,16
NA,NA,1,NA,0,0,9.9372,5,1,31,1,NA
1.1787,14,1,1,0,1,9.9372,13,6,26,1,6
1.2726,14,1,0,0,1,9.9372,16,6,29,1,9
1.3481,12,1,1,0,1,9.9372,10,1,30,1,12
NA,NA,1,NA,0,0,4,7,2,25,1,NA
1.2947,14,0,1,1,0,12,15,8,24,1,4
NA,12,0,1,1,0,8,9,2,26,1,8
2.0794,8,0,1,1,0,6,4,2,33,1,19
1.5728,12,0,1,1,0,5,12,4,34,1,16
2.2565,17,0,1,1,0,12,8,5,29,1,6
1.5304,17,0,1,1,0,7,12,4,26,1,3
1.4279,16,0,1,1,0,2,8,2,28,1,6
NA,NA,0,NA,1,0,2,8,2,26,1,NA
1.0647,10,0,1,1,0,2,8,2,25,1,9
0.8755,12,0,1,0,0,12,12,7,24,1,6
NA,NA,1,NA,1,0,4,10.251,1,27,1,NA
NA,NA,1,NA,1,0,4,6,2,26,1,NA
2.1151,12,1,1,0,0,9.9372,10.251,1,31,1,13
NA,NA,1,NA,1,0,12,12,7,27,1,NA
NA,12,1,1,0,1,9.9372,9,1,27,1,9
NA,NA,1,NA,0,0,12,12,7,26,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,29,1,NA
NA,15,1,1,1,0,8,11,2,24,1,3
1.2837,12,0,1,1,0,12,12,7,32,1,14
NA,18,0,1,1,0,18,14,9,27,1,3
NA,NA,1,NA,0,1,9.9372,8,1,24,1,NA
1.7884,16,0,1,1,0,11,12,4,28,1,6
2.0149,13,0,1,1,0,7,10,2,25,1,6
1.3481,16,1,1,1,0,12,11,5,25,1,3
1.8245,16,1,1,0,1,9.9372,10,1,28,1,6
NA,14,1,1,0,1,9.9372,8,1,24,1,4
NA,NA,1,NA,0,0,9,10.251,1,32,1,NA
NA,NA,1,NA,1,0,9.9372,3,1,32,1,NA
NA,NA,1,NA,0,1,9.9372,12,6,25,1,NA
NA,NA,0,NA,1,0,16,12,8,25,1,NA
1.8579,13,0,1,1,0,14,12,8,34,1,15
NA,8,1,1,0,1,9.9372,8,1,25,1,11
NA,12,0,1,1,0,8,10,2,27,1,9
NA,NA,1,NA,1,0,11,12,4,26,1,NA
NA,16,1,1,1,0,12,9,5,28,1,6
1.5433,16,1,1,1,0,12,9,5,26,1,4
1.3481,13,1,1,1,0,12,9,5,24,1,5
NA,NA,1,NA,0,0,9.9372,10.251,1,34,1,NA
1.5304,12,1,1,1,0,11,12,4,25,1,7
1.8485,12,0,1,1,0,14,10,5,27,1,9
1.3863,12,0,0,1,0,14,10,5,26,1,8
2.0281,13,0,1,1,0,12,10,5,27,1,8
NA,16,0,1,0,1,9.9372,18,6,29,1,7
1.7228,13,0,1,1,0,12,10,5,27,1,8
2.3026,12,0,1,1,0,3,10.251,1,34,1,16
NA,12,0,1,1,0,7,8,2,26,1,8
NA,8,0,1,1,0,6,6,2,32,1,18
1.4469,11,0,1,1,0,6,6,2,28,1,11
NA,NA,0,NA,1,0,9.9372,2,1,34,1,NA
1.4134,12,1,1,0,1,9.9372,9,1,30,1,12
NA,NA,1,NA,0,1,9.9372,11,1,31,1,NA
0.5822,11,0,1,0,1,9.9372,3,1,25,1,8
NA,NA,0,NA,0,0,9.9372,10.251,1,29,1,NA
1.3218,18,0,1,1,0,14,12,8,32,1,8
2.5634,18,0,1,1,0,16,12,8,28,1,4
1.5602,15,1,0,1,0,8,14,4,30,1,9
2.0477,16,0,1,1,0,8,8,2,27,1,5
1.9657,12,0,1,1,0,10,10,3,27,1,9
NA,NA,0,NA,1,0,5,9,2,28,1,NA
NA,12,1,1,0,1,11,6,2,31,1,13
1.4563,10,1,1,0,1,9.9372,9,1,28,1,12
NA,NA,1,NA,0,0,9.9372,10.251,1,25,1,NA
1.4702,13,1,1,0,0,10,11,3,24,1,5
2.1691,13,0,1,0,1,9.9372,7,1,26,1,7
1.4446,14,1,1,0,0,9.9372,11,1,33,1,13
1.3218,12,1,1,0,1,9.9372,11,1,25,1,7
1.5872,12,1,1,0,0,9.9372,10.251,1,25,1,7
1.5304,15,1,1,0,0,12,7,5,24,1,3
1.2238,12,1,1,1,0,8,10.251,1,34,1,16
NA,NA,0,NA,0,0,9.9372,12,6,30,1,NA
1.7596,12,0,1,0,0,9.9372,12,6,30,1,12
1.639,12,0,1,1,0,7,12,4,27,1,9
2.3542,12,0,1,1,0,7,12,4,25,1,7
1.5581,12,1,1,1,0,10,11,3,30,1,12
NA,NA,0,NA,1,0,16,16,9,25,1,NA
NA,NA,0,NA,1,0,18,16,9,29,1,NA
NA,NA,0,NA,1,0,18,13,9,33,1,NA
NA,NA,0,NA,1,0,9.9372,10.251,1,31,1,NA
2.7094,18,0,1,1,0,14,9,5,32,1,8
2.2638,15,0,0,1,0,12,14,8,33,1,12
0.8329,15,1,1,1,0,14,18,9,30,1,9
2.0149,18,1,1,1,0,14,18,9,29,1,5
0.8109,15,1,1,1,0,12,12,7,26,1,5
NA,NA,1,NA,1,0,12,12,7,24,1,NA
NA,NA,1,NA,1,0,8,7,2,29,1,NA
NA,NA,1,NA,0,0,9.9372,9,1,24,1,NA
1.1969,13,1,1,0,0,12,10.251,5,26,1,7
1.3788,11,1,1,0,0,9.9372,10.251,1,26,1,9
2.0149,10,0,1,1,0,10,10.251,1,34,1,18
1.5041,12,0,1,1,0,8,12,4,25,1,7
NA,12,0,1,1,0,6,12,4,30,1,12
NA,11,0,1,1,0,15,12,8,28,1,11
NA,18,0,0,0,1,9.9372,12,6,32,1,8
2.1576,13,1,1,1,0,9,7,2,25,1,6
1.6771,8,0,1,1,0,9,10,3,24,1,10
NA,NA,1,NA,0,1,9.9372,9,1,25,1,NA
2.1353,16,0,0,1,0,12,8,5,27,1,5
2.0268,16,0,0,1,0,12,8,5,26,1,4
1.7918,16,0,1,1,0,12,8,5,24,1,2
NA,16,0,1,1,0,12,8,5,24,1,2
2.3321,12,0,1,1,0,8,10.251,1,34,1,16
NA,NA,0,NA,1,0,9.9372,10,1,34,1,NA
2.1702,14,0,1,1,0,10,8,2,32,1,12
NA,NA,1,NA,1,0,12,15,8,28,1,NA
NA,NA,1,NA,0,0,9.9372,10.251,1,24,1,NA
1.737,12,0,1,0,0,9.9372,10.251,1,32,1,14
1.6734,16,0,1,1,0,14,14,9,25,1,3
NA,NA,0,NA,1,0,9,11,3,27,1,NA
NA,NA,0,NA,1,0,9,11,3,26,1,NA
1.5707,12,0,1,0,0,10,8,2,25,1,7
NA,NA,1,NA,0,1,9.9372,8,1,25,1,NA
NA,NA,0,NA,1,0,9.9372,10.251,1,27,1,NA
1.7984,12,1,1,0,1,9.9372,11,1,28,1,10
NA,NA,1,NA,0,1,9.9372,11,1,27,1,NA
NA,NA,1,NA,0,1,9.9372,11,1,25,1,NA
NA,NA,1,NA,0,1,9.9372,11,1,24,1,NA
NA,NA,1,NA,1,0,9.9372,16,6,30,1,NA
1.8825,12,0,1,0,0,12,12,7,27,1,9
NA,NA,0,NA,0,0,9.9372,10.251,1,28,1,NA
1.8326,12,0,1,1,0,9.9372,12,6,31,1,13
NA,NA,0,NA,0,1,9.9372,11,1,32,1,NA
1.0296,12,1,1,1,0,9.9372,10,1,29,1,11
NA,NA,1,NA,1,0,9.9372,10,1,28,1,NA
NA,NA,1,NA,0,0,9.9372,9,1,26,1,NA
NA,NA,0,NA,0,1,9.9372,8,1,24,1,NA
1.6094,10,0,1,1,0,8,7,2,28,1,12
1.6771,12,0,1,1,0,8,7,2,26,1,8
2.1017,10,0,1,1,0,9.9372,10.251,1,26,1,10
1.831,10,0,1,1,0,9.9372,10.251,1,34,1,18
1.7984,10,0,1,0,1,9.9372,9,1,28,1,12
1.6194,12,0,0,1,0,12,12,7,31,1,13
2.0149,12,0,0,1,0,12,12,7,30,1,12
1.9755,12,0,0,1,0,11,8,2,32,1,14
1.9081,18,0,0,1,0,12,12,7,32,1,8
2.2116,16,0,1,1,0,17,12,8,33,1,11
2.1736,17,1,1,1,0,18,18,9,30,1,7
NA,NA,1,NA,1,0,6,11,2,26,1,NA
1.4516,12,1,1,0,0,8,13,4,26,1,8
2.0694,8,1,1,1,0,12,12,7,24,1,10
1.1848,14,1,1,1,0,10,10,3,29,1,9
NA,NA,1,NA,1,0,10,12,4,26,1,NA
NA,NA,1,NA,0,1,9.9372,9,1,24,1,NA
1.141,10,1,1,0,0,9.9372,10.251,1,30,1,14
2.0618,16,1,0,1,0,14,12,8,34,1,12
NA,NA,1,NA,1,0,9.9372,12,6,32,1,NA
NA,18,0,0,1,0,14,12,8,32,1,8
1.2149,18,0,0,1,0,14,12,8,31,1,7
1.3481,10,1,1,0,1,9.9372,4,1,30,1,14
NA,NA,1,NA,0,1,9.9372,4,1,26,1,NA
1.6658,16,1,1,1,0,8,8,2,27,1,5
1.4563,10,1,1,0,0,9.9372,10.251,1,33,1,17
2.2865,12,0,0,1,0,7,7,2,27,1,9
2.1005,12,0,1,1,0,3,8,2,34,1,16
NA,NA,0,NA,1,0,18,9,5,28,1,NA
NA,NA,1,NA,1,0,9.9372,10.251,1,27,1,NA
2.0082,14,1,1,1,0,7,8,2,32,1,12
NA,NA,1,NA,0,1,12,10,5,34,1,NA
1.2384,10,1,1,1,0,4,0,2,24,1,8
NA,17,1,0,1,0,18,17,9,29,1,6
NA,NA,1,NA,0,1,9.9372,9,1,26,1,NA
NA,NA,1,NA,0,0,9.9372,8,1,34,1,NA
NA,NA,1,NA,0,0,9.9372,5,1,34,1,NA
1.712,14,1,1,1,0,9.9372,12,6,34,1,14
NA,NA,0,NA,1,0,9.9372,8,1,33,1,NA
NA,NA,1,NA,1,0,6,8,2,29,1,NA
NA,NA,1,NA,1,0,12,12,7,24,1,NA
NA,NA,1,NA,1,0,6,12,4,29,1,NA
0.967,13,1,1,1,0,6,12,4,24,1,5
2.0082,18,1,1,1,0,16,16,9,32,1,8
NA,NA,1,NA,0,0,10,9,3,25,1,NA
1.9066,17,1,1,1,0,13,13,9,29,1,6
NA,NA,1,NA,0,1,9.9372,12,6,28,1,NA
1.9755,17,1,1,1,0,14,13,9,32,1,9
1.477,13,1,1,0,1,9.9372,11,1,30,1,11
NA,NA,1,NA,1,0,9.9372,10.251,1,30,1,NA
NA,NA,1,NA,1,0,12,8,5,27,1,NA
NA,NA,1,NA,1,0,12,12,7,26,1,NA
NA,NA,1,NA,1,0,10,9,3,25,0,NA
NA,NA,1,NA,1,0,11,8,2,33,0,NA
NA,12,1,1,0,1,9.9372,11,1,27,0,9
NA,NA,1,NA,0,1,9.9372,12,6,25,0,NA
1.6956,12,1,1,0,1,9.9372,12,6,26,0,8
0.9163,14,1,1,0,1,9.9372,12,6,25,0,5
1.831,14,1,1,0,1,9.9372,11,1,27,0,7
NA,NA,1,NA,0,1,9.9372,10,1,26,0,NA
NA,12,1,1,0,0,7,9,2,31,0,13
NA,NA,1,NA,1,0,9.9372,9,1,26,0,NA
NA,NA,1,NA,0,1,9.9372,9,1,25,0,NA
1.3863,13,0,1,1,0,8,10,2,29,0,10
1.7527,16,0,1,1,0,16,16,9,29,0,7
2.0956,16,1,1,1,0,18,18,9,25,0,3
1.8326,12,1,1,1,0,12,11,5,34,0,16
1.579,14,1,1,1,0,12,11,5,26,0,6
2.1294,16,0,1,1,0,10,12,4,28,0,6
2.1576,16,0,1,1,0,10,12,4,27,0,5
1.1787,16,0,1,1,0,14,12,8,26,0,4
1.5623,14,1,1,1,0,9,10,3,26,0,6
0.9163,16,1,1,1,0,9,10,3,25,0,3
NA,13,0,1,1,0,10,9,3,27,0,8
1.6094,12,0,1,1,0,10,9,3,24,0,6
1.639,13,0,1,1,0,8,10,2,25,0,6
0.94,18,0,1,0,1,9.9372,5,1,28,0,4
1.9713,13,0,1,0,1,9.9372,5,1,24,0,5
2.0744,18,0,0,1,0,17,13,9,30,0,6
2.0149,12,0,1,1,0,10,12,4,25,0,7
1.4327,12,1,1,1,0,10,11,3,24,0,6
NA,NA,1,NA,1,0,8,10.251,1,28,0,NA
1.4609,12,1,1,0,0,9.9372,10.251,1,26,0,8
1.4469,12,1,0,1,0,9.9372,10.251,1,25,0,7
0.7885,12,1,1,1,0,10,11,3,31,0,13
1.9242,13,1,1,1,0,9,9,3,29,0,10
1.6094,15,0,1,1,0,14,12,8,34,0,13
NA,NA,1,NA,0,0,9.9372,10.251,1,24,0,NA
NA,12,0,1,1,0,12,12,7,27,0,9
1.7066,16,0,1,1,0,10,12,4,26,0,4
1.9459,11,0,1,1,0,12,12,7,25,0,8
NA,12,0,0,1,0,12,12,7,33,0,15
1.9559,12,0,1,1,0,8,8,2,32,1,14
NA,NA,0,NA,1,0,4,12,4,29,1,NA
NA,NA,0,NA,1,0,15,15,9,33,1,NA
NA,NA,0,NA,0,1,9.9372,16,6,25,1,NA
1.6544,17,0,1,1,0,18,14,9,28,1,5
1.4656,12,0,1,1,0,0,3,2,24,1,6
1.5304,14,0,1,1,0,5,4,2,25,1,5
1.3788,12,0,1,1,0,5,4,2,24,1,6
1.3863,15,0,1,1,0,9,5,2,26,1,5
NA,NA,0,NA,1,0,9,5,2,24,1,NA
NA,NA,0,NA,1,0,3,4,2,27,1,NA
2.1656,18,0,0,1,0,14,8,5,28,1,4
1.3297,12,0,1,1,0,7,10,2,26,1,8
1.292,12,0,1,1,0,5,8,2,27,1,9
NA,NA,0,NA,1,0,5,8,2,24,1,NA
2.2638,15,0,1,1,0,12,10,5,31,1,10
NA,NA,0,NA,1,0,2,8,2,25,1,NA
NA,NA,0,NA,0,0,9,6,2,30,1,NA
NA,16,0,1,1,0,12,15,8,32,1,10
2.0807,15,0,1,1,0,12,15,8,30,1,9
NA,NA,0,NA,1,0,13,10,5,28,1,NA
NA,NA,0,NA,1,0,13,10,5,25,1,NA
NA,NA,1,NA,0,0,12,10.251,5,31,1,NA
1.3863,5,0,1,1,0,0,4,2,32,1,21
NA,NA,0,NA,1,0,12,12,7,34,1,NA
NA,18,1,0,1,0,16,16,9,28,1,4
1.6864,13,1,1,0,0,9.9372,12,6,29,1,10
NA,13,0,1,1,0,8,11,2,27,1,8
1.5041,10,0,1,1,0,9,9,3,30,1,14
NA,NA,1,NA,0,1,9.9372,16,6,27,1,NA
1.477,15,1,1,0,1,9.9372,16,6,27,1,6
NA,NA,1,NA,1,0,8,12,4,27,1,NA
NA,7,1,1,1,0,4,9,2,27,1,14
1.2809,12,1,1,1,0,4,9,2,26,1,8
1.6658,12,0,1,0,0,12,12,7,27,1,9
1.9755,12,1,1,0,1,9.9372,10.251,1,26,1,8
1.2384,2,0,1,0,1,9.9372,10,1,31,1,23
2.3533,11,0,0,1,0,9.9372,10.251,1,27,1,10
NA,NA,0,NA,0,0,9.9372,10.251,1,24,1,NA
1.9824,16,0,1,1,0,16,10.251,5,28,1,6
NA,NA,0,NA,1,0,16,14,9,27,1,NA
1.6919,12,1,0,0,0,9.9372,10.251,1,33,1,15
2.4866,16,0,0,1,0,8,6,2,33,1,11
NA,NA,0,NA,1,0,11,12,4,28,1,NA
NA,NA,0,NA,1,0,12,10,5,30,1,NA
NA,NA,0,NA,1,0,12,10,5,26,1,NA
1.3863,16,0,1,0,1,9.9372,12,6,24,1,2
NA,12,0,1,0,1,9.9372,8,1,32,1,14
1.3218,9,1,1,1,0,9.9372,10.251,1,32,1,17
1.0332,11,1,1,0,0,9.9372,10.251,1,30,1,13
NA,NA,1,NA,0,1,9.9372,10,1,28,1,NA
NA,NA,1,NA,0,1,9.9372,10,1,26,1,NA
0.239,12,1,1,0,1,9.9372,10,1,24,1,6
2.634,12,1,0,0,1,9.9372,7,1,32,1,14
NA,13,1,1,0,1,9.9372,7,1,27,1,8
NA,NA,0,NA,1,0,0,4,2,29,1,NA
1.8703,12,0,1,1,0,10,9,3,30,1,12
NA,NA,0,NA,0,0,9.9372,10.251,1,24,1,NA
1.4351,16,0,1,1,0,11,8,2,31,1,9
1.5151,16,0,1,1,0,11,8,2,27,1,5
NA,NA,1,NA,1,0,3,3,2,26,1,NA
1.8886,12,1,1,1,0,9,6,2,25,1,7
1.335,12,0,1,1,0,12,8,5,24,1,6
1.1474,10,1,1,0,0,9.9372,10.251,1,34,1,18
1.5085,14,0,1,1,0,9.9372,10.251,1,24,1,4
1.8326,12,0,1,1,0,12,12,7,28,1,10
1.7934,14,0,1,1,0,8,10.251,1,24,1,4
NA,NA,0,NA,0,0,9.9372,4,1,33,1,NA
1.6074,13,0,1,1,0,7,12,4,27,1,8
NA,NA,0,NA,1,0,8,12,4,25,0,NA
1.9359,8,0,1,1,0,8,10,2,31,0,17
1.6771,18,0,1,1,0,15,15,9,32,1,8
NA,17,0,1,1,0,16,15,9,28,1,5
NA,16,0,0,1,0,16,15,9,24,1,2
1.5369,7,0,0,0,1,1,8,2,26,1,13
1.3863,12,0,1,0,1,9.9372,9,1,24,1,6
1.3029,18,0,1,1,0,17,16,9,27,1,3
NA,7,0,1,0,0,3,4,2,28,1,15
1.9459,8,0,1,0,0,4,5,2,25,1,11
NA,12,0,1,1,0,12,12,7,25,1,7
NA,NA,0,NA,1,0,3,6,2,24,1,NA
NA,NA,0,NA,1,0,3,6,2,24,1,NA
2.2638,16,0,0,1,0,16,12,8,31,1,9
1.2947,6,0,1,0,1,9.9372,8,1,24,1,12
1.5581,9,0,1,0,1,7,3,2,33,1,18
NA,NA,0,NA,0,1,7,3,2,29,1,NA
0.6931,12,0,1,0,1,7,3,2,24,1,6
1.7918,9,1,0,0,0,9.9372,10.251,1,24,1,9
NA,13,1,1,0,0,9.9372,10.251,1,27,1,8
1.6194,12,1,0,0,0,8,10.251,1,27,1,9
NA,12,1,1,1,0,6,12,4,24,1,6
NA,NA,1,NA,0,1,9.9372,12,6,25,1,NA
NA,12,1,1,0,1,9.9372,10,1,27,1,9
NA,NA,1,NA,1,0,10,11,3,26,1,NA
NA,NA,1,NA,1,0,11,8,2,26,1,NA
1.7527,16,1,1,1,0,12,12,7,31,1,9
1.5195,12,1,1,1,0,6,12,4,24,1,6
2.0149,12,0,1,0,0,9.9372,10.251,1,34,1,16
1.7527,11,0,1,1,0,2,11,2,32,1,15
NA,NA,0,NA,1,0,9,14,4,26,1,NA
1.0613,15,0,1,1,0,17,16,9,24,1,3
NA,NA,1,NA,1,0,15,9,5,26,1,NA
0.8065,12,1,1,1,0,15,9,5,25,1,7
1.2892,10,1,1,0,0,15,9,5,24,1,8
0.8286,10,1,1,0,1,9.9372,8,1,26,1,10
0.8502,9,1,1,1,0,2,9,2,26,1,11
1.5369,14,1,1,1,0,9.9372,7,1,24,1,4
NA,NA,1,NA,1,0,6,5,2,24,1,NA
NA,NA,1,NA,0,0,2,10.251,1,27,1,NA
NA,NA,1,NA,1,0,12,7,5,25,1,NA
NA,NA,1,NA,1,0,6,10,2,25,1,NA
3.0364,16,0,1,0,1,9.9372,10.251,1,27,1,5
1.4516,15,1,1,1,0,12,12,7,31,1,10
NA,NA,1,NA,1,0,12,12,7,25,1,NA
1.914,12,0,1,1,0,8,9,2,33,1,15
1.141,13,0,1,1,0,18,16,9,27,1,8
1.7934,18,0,1,1,0,7,12,4,28,1,4
1.6094,10,0,1,1,0,6,12,4,33,1,17
1.3218,12,0,1,1,0,6,12,4,28,1,10
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
1.7047,12,1,1,1,0,2,6,2,34,1,16
NA,NA,1,NA,0,0,9.9372,10.251,1,30,1,NA
NA,NA,1,NA,1,0,9,10.251,1,32,1,NA
1.9488,17,1,0,0,1,9.9372,12,6,28,1,5
NA,NA,1,NA,0,1,9.9372,11,1,26,1,NA
1.8326,16,1,1,0,1,9.9372,14,6,33,1,11
1.4422,14,1,1,0,1,9.9372,6,1,34,1,14
1.2669,11,1,1,0,1,9.9372,8,1,28,1,11
1.6467,12,0,1,1,0,9,12,4,26,1,8
1.2782,14,0,1,1,0,9,12,4,24,1,4
NA,NA,1,NA,0,0,9.9372,10.251,1,26,1,NA
1.2499,11,1,1,0,1,9.9372,7,1,27,1,10
1.075,12,1,1,1,0,6,5,2,31,1,13
1.4884,18,1,1,0,1,9.9372,5,1,28,1,4
0.9933,6,1,1,1,0,6,6,2,34,1,22
1.3481,14,0,1,1,0,16,13,9,28,1,8
NA,NA,0,NA,1,0,16,12,8,25,1,NA
NA,NA,1,NA,0,1,9.9372,8,1,26,1,NA
1.477,12,0,1,1,0,9.9372,12,6,27,1,9
NA,NA,1,NA,1,0,8,8,2,30,1,NA
1.4279,11,0,1,0,0,9.9372,10.251,1,30,1,13
NA,NA,0,NA,1,0,6,6,2,33,1,NA
NA,NA,0,NA,1,0,9.9372,10.251,1,33,1,NA
NA,NA,0,NA,0,1,9.9372,10,1,27,1,NA
1.5707,11,0,1,0,0,6,10.251,1,31,1,14
NA,NA,1,NA,1,0,2,10.251,1,28,1,NA
1.7851,16,0,1,1,0,16,12,8,30,1,8
NA,NA,0,NA,1,0,16,12,8,29,1,NA
1.7918,12,1,1,1,0,3,8,2,28,1,10
NA,12,1,1,1,0,3,8,2,25,1,7
NA,12,1,1,0,1,9.9372,9,1,24,1,6
0.9163,14,1,1,0,1,9.9372,9,1,27,1,7
1.6696,12,1,1,0,1,6,10,2,31,1,13
1.7766,12,1,1,1,0,6,10,2,26,1,8
1.6154,12,1,0,1,0,9.9372,10.251,1,33,1,15
1.5581,11,1,0,0,1,9.9372,9,1,25,1,8
2.6203,16,0,1,1,0,12,12,7,31,1,9
NA,NA,0,NA,1,0,18,16,9,26,1,NA
NA,NA,0,NA,1,0,14,14,9,27,1,NA
1.1787,17,0,0,1,0,17,12,8,24,1,1
1.7527,14,0,1,1,0,6,12,4,25,1,5
1.9488,12,0,0,0,0,9.9372,11,1,25,1,7
NA,17,0,1,1,0,18,12,8,29,1,6
NA,NA,0,NA,1,0,16,14,9,26,1,NA
1.4907,16,0,1,1,0,16,14,9,25,1,3
1.7228,13,1,1,1,0,12,12,7,27,1,8
NA,16,0,1,1,0,16,12,8,24,1,2
NA,16,0,1,1,0,16,12,8,24,1,2
2.2638,13,0,1,1,0,8,8,2,32,1,13
1.1314,12,0,1,0,1,9.9372,7,1,26,1,8
2.5408,17,0,1,1,0,16,16,9,33,1,10
1.6094,16,0,0,1,0,16,16,9,28,1,6
1.763,16,0,0,1,0,16,16,9,30,1,8
0.1133,17,0,0,1,0,16,16,9,25,1,2
1.9066,14,0,0,1,0,13,12,8,33,1,13
2.9565,17,0,1,1,0,14,12,8,29,1,6
NA,NA,0,NA,1,0,10,10,3,29,1,NA
NA,NA,1,NA,1,0,6,6,2,34,1,NA
NA,NA,1,NA,1,0,12,12,7,28,1,NA
1.3863,14,1,1,1,0,12,12,7,24,1,4
1.5261,12,1,1,1,0,12,12,7,25,1,7
NA,NA,1,NA,1,0,12,11,5,31,1,NA
0.8961,12,1,1,0,0,9.9372,12,6,30,1,12
NA,NA,1,NA,1,0,6,8,2,27,1,NA
NA,NA,1,NA,1,0,10,10,3,25,1,NA
NA,7,1,1,0,1,9.9372,10.251,1,34,1,21
1.1474,16,1,1,1,0,12,12,7,27,1,5
NA,NA,1,NA,1,0,12,12,7,25,1,NA
1.8579,14,0,1,1,0,8,10,2,26,1,6
2.0149,12,0,1,1,0,8,10,2,25,1,7
NA,15,0,0,1,0,18,18,9,28,1,7
1.1249,17,0,0,1,0,18,18,9,25,1,2
NA,NA,0,NA,1,0,8,8,2,24,1,NA
1.2528,17,0,0,1,0,18,16,9,29,1,6
1.5304,18,0,0,1,0,18,16,9,27,1,3
NA,NA,0,NA,0,1,9.9372,10.251,1,32,1,NA
2.4458,15,0,0,1,0,12,12,7,34,1,13
2.8611,16,0,1,1,0,12,12,7,34,1,12
NA,NA,0,NA,1,0,6,12,4,34,1,NA
2.0399,17,0,0,1,0,15,12,8,33,1,10
1.9879,15,0,0,1,0,12,11,5,29,1,8
NA,16,0,1,1,0,16,12,8,27,1,5
NA,17,0,1,1,0,12,16,8,25,1,2
NA,18,0,1,1,0,16,14,9,30,1,6
1.9961,18,0,1,1,0,13,17,9,30,1,6
1.6094,16,0,1,0,0,14,13,9,25,1,3
1.2947,16,0,1,0,0,12,12,7,24,1,2
NA,11,0,1,1,0,3,8,2,29,1,12
1.203,13,0,1,1,0,3,3,2,24,1,5
1.9755,12,0,1,1,0,4,8,2,33,1,15
1.3218,12,0,1,1,0,3,3,2,27,1,9
0.9163,12,0,1,1,0,9,5,2,26,1,8
NA,NA,0,NA,1,0,9.9372,10.251,1,29,1,NA
NA,NA,0,NA,1,0,5,11,2,28,1,NA
1.2837,17,0,1,1,0,4,8,2,30,1,7
1.0403,7,0,1,1,0,9.9372,4,1,32,0,19
NA,12,0,1,1,0,9.9372,10.251,1,31,0,13
NA,12,0,1,1,0,8,7,2,31,0,13
1.4231,12,0,1,0,1,9.9372,18,6,34,0,16
NA,12,0,1,1,0,8,8,2,33,0,15
NA,NA,0,NA,1,0,8,12,4,28,0,NA
1.6525,16,0,1,1,0,8,11,2,27,0,5
1.9544,12,0,1,1,0,11,11,3,33,0,15
NA,18,0,1,0,0,14,10.251,5,29,0,5
1.4085,16,0,1,1,0,10,11,3,26,0,4
1.4255,12,0,1,1,0,7,12,4,24,0,6
NA,12,0,1,1,0,8,8,2,26,0,8
2.0618,12,0,0,1,0,9.9372,8,1,30,0,12
NA,13,0,1,1,0,12,12,7,32,0,13
1.7527,16,0,1,1,0,12,16,8,27,0,5
1.5644,16,0,1,1,0,16,12,8,24,0,2
1.8326,17,0,1,1,0,13,16,9,27,0,4
1.6194,17,0,1,1,0,12,16,8,24,0,1
1.0543,12,0,1,1,0,1,8,2,32,0,14
1.6094,12,0,1,1,0,6,8,2,24,0,6
1.6094,8,0,1,1,0,7,8,2,27,0,13
1.2528,12,0,1,1,0,7,12,4,27,0,9
NA,NA,0,NA,1,0,9,11,3,30,0,NA
NA,NA,0,NA,1,0,8,8,2,33,0,NA
1.5304,13,0,1,1,0,12,11,5,24,0,5
